,appropriate_for,director,downloads,industry,posted_date,release_date,run_time,storyline,title,views,writer,is_good
20078,PG,Andrew Adamson,84905.0,Hollywood / English,"27 May, 2006",May 26 2006,143.0,"When the Pevensie family are evacuated out to the country, they are unaware of the adventure they will encounter. During a game of hide and seek, the youngest daughter, Lucy (Henley) discovers a wardrobe which transports her to the land of Narnia. Covered in snow, Narnia is full of weird and wonderful creatures, but is watched over by the evil White Witch, Jadis (Swinton). When all four Pevensie children end up through the wardrobe, they discover that it was meant to be, as two daughters of Eve and two sons of Adam must join with the mighty lion, Aslan (Neeson) to defeat the evil White Witch.","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",278650.0,"Ann Peacock, Andrew Adamson, Christopher Markus",0
17956,R,Renny Harlin,35547.0,Hollywood / English,"18 Jan, 2012",Jul 28 1999,105.0,"A businessman sinks $200 million into a special project to help fight Alzheimer's disease. As part of this project, medical biologist Susan McAlester rather naughtily figures out a way to genetically enlarge shark brains, so that disease-battling enzymes can be harvested. However, the shark subjects become super smart and decide they don't much like being cooped up in pens and being stabbed with hypodermics, so they figure a way to break out and make for the open sea...",Deep Blue Sea,85313.0,"Duncan Kennedy, Donna Powers, Wayne Powers",0
14325,PG-13,Michael Bay,120632.0,Hollywood / English,"30 Jun, 2014",Jun 26 2014,165.0,"An automobile mechanic and his daughter make a discovery that brings 
down the Autobots - and a paranoid government official - on them.",Transformers: Age of Extinction,271698.0,Ehren Kruger,0
17933,R,Jonathan Demme,9738.0,Hollywood / English,"25 Jan, 2012",Feb 14 1991,118.0,"Young FBI agent Clarice Starling is assigned to help find a missing woman to save her from a psychopathic serial killer who skins his victims. Clarice attempts to gain a better insight into the twisted mind of the killer by talking to another psychopath Hannibal Lecter, who used to be a respected psychiatrist. FBI agent Jack Crawford believes that Lecter, who is also a very powerful and clever mind manipulator, has the answers to their questions and can help locate the killer. However, Clarice must first gain Lecter's confidence before the inmate will give away any information.",The Silence of the Lambs,27851.0,"Thomas Harris, Ted Tally",1
15098,PG-13,Barry Sonnenfeld,52308.0,Hollywood / English,"09 Jun, 2012",Jun 08 2012,106.0,"After breaking out of a moon-based maximum security prison, Boris the Animal decides to go back in time and eliminate the person who arrested him - Agent K. When he does so, Agent J realizes that the time line has been changed and he too travels back to July 15, 1969, the day before Agent K is killed. After overcoming some disbelief, J manages to convince K and others of just who he is and why he's there. With the help of a being who can see all time lines, they track Boris down. J also learns a secret, something K had never told him.",Men in Black 3,138632.0,"Etan Cohen, Lowell Cunningham",0
12960,Not Rated,Nadeem Soumah,4198.0,Hollywood / English,"04 Aug, 2015",Jul 31 2015,103.0,"Sonny ""Sundown"" Garcia is the top North American narcotics distributor for the Colombian cartels. He has created the most efficient and productive distribution pipeline since the era of the Cocaine Cowboys. John Doe is a man of mystery. His identity and history are unknown. All we know is that he wants Sundown dead and six feet under. But before he does so, he wants to make Sundown feel every thing that he felt, suffer every thing that he suffered and lose everything that he lost. To exact his revenge, John Doe hires 6 contractors from the criminal underworld with individual specialties, to execute his plan. John wants 6 things taken from Sundown: his freedom, his love, his reputation, his most valuable possession, his money and finally, his life. Sundown's life is quickly and efficiently turned to a living hell. His bank account is wiped clean. His wife disappears. His loyalties are put to the test. Systematically, Sundown's entire life is being wiped out, ending with his successful ...",6 Ways To Die,20524.0,Nadeem Soumah,0
14449,R,Scott Derrickson,10510.0,Hollywood / English,"21 Jul, 2014",Jul 02 2014,118.0,"In DELIVER US FROM EVIL, New York police officer Ralph Sarchie (Eric Bana), struggling with his own personal issues, begins investigating a series of disturbing and inexplicable crimes. He joins forces with an unconventional priest (Edgar Ramirez), schooled in the rituals of exorcism, to combat the frightening and demonic possessions that are terrorizing their city. Based upon the book, which details Sarchie's bone-chilling real-life cases.",Deliver Us from Evil,37223.0,"Scott Derrickson, Paul Harris Boardman, Ralph Sarchie",0
13205,R,Jaume Collet-Serra,14882.0,Hollywood / English,"06 Apr, 2015",Mar 20 2015,114.0,"Mobster and hit man Jimmy Conlon has one night to figure out where his 
loyalties lie: with his estranged son, Mike, whose life is in danger, or
 his longtime best friend, mob boss Shawn Maguire, who wants Mike to pay
 for the death of his own son.",Run All Night,48700.0,Brad Ingelsby,0
8069,TV-MA,Dom Lenoir,967.0,Hollywood / English,"02 Oct, 2018",Sep 05 2018,86.0,A young detective is torn apart after his wife ends up in a coma while hunting a serial-killer at the same time.,Winter Ridge,11109.0,Ross Owen Williams,0
16297,R,James Wan,34530.0,Hollywood / English,"05 Aug, 2013",Aug 03 2013,89.0,"Every town has it's own ghost story, and a local folktale around Ravens Fair is about a ventriloquist named Mary Shaw. After she went mad in the 1940s, she was accused of kidnapping a young boy who yelled out in one of her performances that she was a fraud. Because of this she was hunted down by townspeople who in the ultimate act of revenge, cut out her tongue and then killed her. They buried her along with her ""children,"" a handmade collection of vaudeville dolls, and assumed they had silenced her forever. However, Ravens Fair has been plagued by mysterious deaths around them after Mary Shaws collection has returned from their graves and have come to seek revenge on people that killed her and their families. Far from the pall of their cursed hometown, newlyweds Jamie and Lisa Ashen thought they had established a fresh start, until Jamie's wife is grotesquely killed in their apartment. Jamie returns to Ravens Fair for the funeral, intent on unraveling the mystery of Lisa's death. ...",Dead Silence,78100.0,"Leigh Whannell, James Wan",0
10619,Not Rated,Vikram K. Kumar,55602.0,Tollywood,"03 Jan, 2017",May 06 2016,164.0,"A Sci-Fi family revenge drama happening between a scientist, his evil brother and the scientist's son, over a time travel gadget.",24,197635.0,Vikram K. Kumar,1
3034,PG-13,Aline Brosh McKenna,2715.0,Hollywood / English,"13 Feb, 2023",Feb 10 2023,109.0,"Two
 long-distance best friends change each other's lives when she decides 
to pursue a lifelong dream and he volunteers to keep an eye on her 
teenage son.",Your Place or Mine,14719.0,Aline Brosh McKenna,0
3248,R,Neil Jordan,283.0,Hollywood / English,"15 Feb, 2023",Feb 15 2023,110.0,"In late 1930's Bay City, a brooding, down on his luck detective is hired to find the ex-lover of a glamorous heiress.",Marlowe,3121.0,"William Monahan, John Banville, Raymond Chandler",0
8748,R,Neil Jordan,284.0,Hollywood / English,"15 Feb, 2023",Feb 15 2023,110.0,"In late 1930's Bay City, a brooding, down on his luck detective is hired to find the ex-lover of a glamorous heiress.",Marlowe,3252.0,"William Monahan, John Banville, Raymond Chandler",0
17819,PG-13,George Gallo,2661.0,Hollywood / English,"01 Mar, 2012",Feb 29 2012,82.0,"Abigail Clayton lives alone. Very alone. In fact, the attractive heiress has not left her Manhattan loft apartment for almost two decades. The famous daughter of a wealthy industrialist, Abigail disappeared from the prying eyes of the press and the intrusiveness of her family on her 18th birthday, the day she received her massive inheritance. During years of self-imposed isolation, Abigail has had contact with only two people-her building's Concierge, Klandermann, with whom she communicates via notes-and Dr. Raymond Fontaine, a longtime family friend and her sole confidant for most of her life. When the death of her elderly neighbor prompts NYPD Homicide Detective Frank Giardello to launch an investigation, the agoraphobic Abigail is distressed to find him outside her door, asking to question her. Having tried to acquire the dead woman's now vacant apartment to ensure her privacy, Abigail is further upset when her requests go unanswered, and new tenants Lillian and Charlie move in. ...",Columbus Circle,10049.0,"George Gallo, Kevin Pollak",0
6656,Not Rated,Mandeep Benipal,7135.0,Punjabi,"19 Aug, 2019",Jul 05 2019,145.0,"Honest police officer, Dev, tries to fight the corrupt system prevalent in Daulatpura because of a powerful criminal. He vows to end the tyrant's hooliganisms and bring peace to the town.",DSP Dev,32387.0,"Gurpreet Bhullar, Gurpreet Bhullar, Inderpal Singh",0
5643,R,Sam Mendes,14939.0,Hollywood / English,"30 Dec, 2019",Jan 10 2020,119.0,"April 1917, the Western Front. Two British soldiers are sent to deliver an urgent message to an isolated regiment. If the message is not received in time the regiment will walk into a trap and be massacred. To get to the regiment they will need to cross through enemy territory. Time is of the essence and the journey will be fraught with danger.",1917,71283.0,"Sam Mendes, Krysty Wilson-Cairns",1
1837,R,Paul Andrew Williams,489.0,Hollywood / English,"18 Nov, 2021",Nov 05 2021,88.0,Bull mysteriously returns home after a 10 year absence to seek revenge on those who double crossed him all those years ago.,Bull,7548.0,Paul Andrew Williams,0
9820,R,Craig Ross Jr.,4397.0,Hollywood / English,"19 Jul, 2017",Jan 01 1970,108.0,In the wake of the American Civil War two vampires rise and fight to reclaim their land from the inhabitants of a sleepy Southern town.,Dead South,27490.0,Jerry Quickley,0
8500,PG-13,Ryan Coogler,146754.0,Hollywood / English,"23 Feb, 2018",Feb 16 2018,134.0,"After the events of Captain America: Civil War, King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne from factions within his own country. When two foes conspire to destroy Wakanda, the hero known as Black Panther must team up with C.I.A. agent Everett K. Ross and members of the Dora Milaje, Wakandan special forces, to prevent Wakanda from being dragged into a world war.",Black Panther,445050.0,"Ryan Coogler, Joe Robert Cole, Stan Lee",1
